Representative,Committee,Rank,Congress,Last Name,First Name,Middle Initial,State,bioguideID
Adams,Agriculture.,,117,Adams,,,,A000370
Adams,Education and Labor.,,117,Adams,,,,A000370
Adams,Financial Services.,,117,Adams,,,,A000370
Aderholt,Appropriations.,,117,Aderholt,,,,A000055
Aguilar,Appropriations.,,117,Aguilar,,,,A000371
Aguilar,House Administration.,,117,Aguilar,,,,A000371
Aguilar,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Aguilar,,,,A000371
Allen,Agriculture.,,117,Allen,,,,A000372
Allen,Education and Labor.,,117,Allen,,,,A000372
Allred,Foreign Affairs.,,117,Allred,,,,A000376
Allred,Transportation and Infrastructure.,,117,Allred,,,,A000376
Allred,Veterans’ Affairs.,,117,Allred,,,,A000376
Amodei,Appropriations.,,117,Amodei,,,,A000369
Armstrong,Energy and Commerce.,,117,Armstrong,,,,A000377
Armstrong,Ethics.,,117,Armstrong,,,,A000377
Armstrong,Select Committee on the Climate Crisis.,,117,Armstrong,,,,A000377
Arrington,Ways and Means.,,117,Arrington,,,,A000375
Arrington,Select Committee on Economic Disparity and Fairness in Growth.,,117,Arrington,,,,A000375
Auchincloss,Financial Services.,,117,Auchincloss,,,,A000148
Auchincloss,Transportation and Infrastructure.,,117,Auchincloss,,,,A000148
Axne,Agriculture.,,117,Axne,,,,A000378
Axne,Financial Services.,,117,Axne,,,,A000378
Babin,"Science, Space, and Technology.",,117,Babin,,,,B001291
Babin,Transportation and Infrastructure.,,117,Babin,,,,B001291
Bacon,Agriculture.,,117,Bacon,,,,B001298
Bacon,Armed Services.,,117,Bacon,,,,B001298
Baird,Agriculture.,,117,Baird,,,,B001307
Baird,"Science, Space, and Technology.",,117,Baird,,,,B001307
Balderson,Agriculture.,,117,Balderson,,,,B001306
Balderson,Transportation and Infrastructure.,,117,Balderson,,,,B001306
Banks,Armed Services.,,117,Banks,,,,B001299
Banks,Education and Labor.,,117,Banks,,,,B001299
Banks,Veterans’ Affairs.,,117,Banks,,,,B001299
Barr,Financial Services.,,117,Barr,,,,B001282
Barr,Foreign Affairs.,,117,Barr,,,,B001282
Barraga´n,Energy and Commerce.,,117,Barragán,,,,B001300
Barraga´n,Homeland Security.,,117,Barragán,,,,B001300
Bass,Foreign Affairs.,,117,Bass,,,,B001270
Bass,Judiciary.,,117,Bass,,,,B001270
Beatty,Financial Services.,,117,Beatty,,,,B001281
Bentz,Judiciary.,,117,Bentz,,,,B000668
Bentz,Natural Resources.,,117,Bentz,,,,B000668
Bera,Foreign Affairs.,,117,Bera,,,,B001287
Bera,"Science, Space, and Technology.",,117,Bera,,,,B001287
Bergman,Armed Services.,,117,Bergman,,,,B001301
Bergman,Veterans’ Affairs.,,117,Bergman,,,,B001301
Beyer,"Science, Space, and Technology.",,117,Beyer,,,,B001292
Beyer,Ways and Means.,,117,Beyer,,,,B001292
"Bice, Stephanie I., of Oklahoma",Armed Services.,,117,Bice,Stephanie,I,Oklahoma,B000740
"Bice, Stephanie I., of Oklahoma","Science, Space, and Technology.",,117,Bice,Stephanie,I,Oklahoma,B000740
"Bice, Stephanie I., of Oklahoma",Select Committee on Economic Disparity and Fairness in Growth.,,117,Bice,Stephanie,I,Oklahoma,B000740
Biggs,Judiciary.,,117,Biggs,,,,B001302
Biggs,Oversight and Reform.,,117,Biggs,,,,B001302
Bilirakis,Energy and Commerce.,,117,Bilirakis,,,,B001257
"Bishop, Dan, of North Carolina",Homeland Security.,,117,Bishop,Dan,,North Carolina,B001311
"Bishop, Dan, of North Carolina",Judiciary.,,117,Bishop,Dan,,North Carolina,B001311
"Bishop, Sanford D., Jr., of Georgia",Agriculture.,,117,Bishop,Sanford,D,Georgia,B000490
"Bishop, Sanford D., Jr., of Georgia",Appropriations.,,117,Bishop,Sanford,D,Georgia,B000490
Blumenauer,Ways and Means.,,117,Blumenauer,,,,B000574
Blunt Rochester,Energy and Commerce.,,117,Blunt Rochester,,,,B001303
Boebert,Budget.,,117,Boebert,,,,B000825
Boebert,Natural Resources.,,117,Boebert,,,,B000825
Bonamici,Education and Labor.,,117,Bonamici,,,,B001278
Bonamici,"Science, Space, and Technology.",,117,Bonamici,,,,B001278
Bonamici,Select Committee on the Climate Crisis.,,117,Bonamici,,,,B001278
Bost,Transportation and Infrastructure.,,117,Bost,,,,B001295
Bost,Veterans’ Affairs.,,117,Bost,,,,B001295
Bourdeaux,Small Business.,,117,Bourdeaux,,,,B001312
Bourdeaux,Transportation and Infrastructure.,,117,Bourdeaux,,,,B001312
Bowman,Education and Labor.,,117,Bowman,,,,B001223
Bowman,"Science, Space, and Technology.",,117,Bowman,,,,B001223
"Boyle, Brendan F., of Pennsylvania",Budget.,,117,Boyle,Brendan,F,Pennsylvania,B001296
"Boyle, Brendan F., of Pennsylvania",Ways and Means.,,117,Boyle,Brendan,F,Pennsylvania,B001296
Brady,Ways and Means.,,117,Brady,,,,B000755
Brooks,Armed Services.,,117,Brooks,,,,
Brooks,"Science, Space, and Technology.",,117,Brooks,,,,
"Brown, Anthony G., of Maryland",Armed Services.,,117,Brown,Anthony,G,Maryland,B001304
"Brown, Anthony G., of Maryland",Transportation and Infrastructure.,,117,Brown,Anthony,G,Maryland,B001304
"Brown, Shontel M., of Ohio",Agriculture.,,117,Brown,Shontel,M,Ohio,B001313
"Brown, Shontel M., of Ohio",Oversight and Reform.,,117,Brown,Shontel,M,Ohio,B001313
Brownley,Natural Resources.,,117,Brownley,,,,B001285
Brownley,Transportation and Infrastructure.,,117,Brownley,,,,B001285
Brownley,Veterans’ Affairs.,,117,Brownley,,,,B001285
Brownley,Select Committee on the Climate Crisis.,,117,Brownley,,,,B001285
Buchanan,Ways and Means.,,117,Buchanan,,,,B001260
Buck,Foreign Affairs.,,117,Buck,,,,B001297
Buck,Judiciary.,,117,Buck,,,,B001297
Bucshon,Energy and Commerce.,,117,Bucshon,,,,B001275
Budd,Financial Services.,,117,Budd,,,,B001305
Burchett,Foreign Affairs.,,117,Burchett,,,,B001309
Burchett,Transportation and Infrastructure.,,117,Burchett,,,,B001309
Burgess,Budget.,,117,Burgess,,,,B001248
Burgess,Energy and Commerce.,,117,Burgess,,,,B001248
Burgess,Rules.,,117,Burgess,,,,B001248
Bush,Judiciary.,,117,Bush,,,,B001224
Bush,Oversight and Reform.,,117,Bush,,,,B001224
Bustos,Agriculture.,,117,Bustos,,,,B001286
Bustos,Appropriations.,,117,Bustos,,,,B001286
Butterfield,Energy and Commerce.,,117,Butterfield,,,,B001251
Butterfield,House Administration.,,117,Butterfield,,,,B001251
Calvert,Appropriations.,,117,Calvert,,,,C000059
Cammack,Agriculture.,,117,Cammack,,,,C001039
Cammack,Homeland Security.,,117,Cammack,,,,C001039
Cammack,Select Committee on Economic Disparity and Fairness in Growth.,,117,Cammack,,,,C001039
Carbajal,Agriculture.,,117,Carbajal,,,,C001112
Carbajal,Armed Services.,,117,Carbajal,,,,C001112
Carbajal,Transportation and Infrastructure.,,117,Carbajal,,,,C001112
Ca´rdenas,Energy and Commerce.,,117,Cárdenas,,,,C001097
Carey,Budget.,,117,Carey,,,,C001126
Carey,"Science, Space, and Technology.",,117,Carey,,,,C001126
Carl,Armed Services.,,117,Carl,,,,C001054
Carl,Natural Resources.,,117,Carl,,,,C001054
Carson,Transportation and Infrastructure.,,117,Carson,,,,C001072
Carson,Permanent Select Committee on Intelligence.,,117,Carson,,,,C001072
"Carter, Earl L. ‘‘Buddy’’, of Georgia",Budget.,,117,Carter,Earl,L,Georgia,C001103
"Carter, Earl L. ‘‘Buddy’’, of Georgia",Energy and Commerce.,,117,Carter,Earl,L,Georgia,C001103
"Carter, Earl L. ‘‘Buddy’’, of Georgia",Select Committee on the Climate Crisis.,,117,Carter,Earl,L,Georgia,C001103
"Carter, John R., of Texas",Appropriations.,,117,Carter,John,R,Texas,C001051
"Carter, Troy A., of Louisiana",Small Business.,,117,Carter,Troy,A,Louisiana,C001125
"Carter, Troy A., of Louisiana",Transportation and Infrastructure.,,117,Carter,Troy,A,Louisiana,C001125
Cartwright,Appropriations.,,117,Cartwright,,,,C001090
Case,Appropriations.,,117,Case,,,,C001055
Case,Natural Resources.,,117,Case,,,,C001055
Casten,Financial Services.,,117,Casten,,,,C001117
Casten,"Science, Space, and Technology.",,117,Casten,,,,C001117
Casten,Select Committee on the Climate Crisis.,,117,Casten,,,,C001117
"Castor, Kathy, of Florida",Select Committee on the Climate Crisis.,Chair,117,Castor,Kathy,,Florida,C001066
"Castor, Kathy, of Florida",Energy and Commerce.,,117,Castor,Kathy,,Florida,C001066
"Castro, Joaquin, of Texas",Education and Labor.,,117,Castro,Joaquin,,Texas,C001091
"Castro, Joaquin, of Texas",Foreign Affairs.,,117,Castro,Joaquin,,Texas,C001091
"Castro, Joaquin, of Texas",Permanent Select Committee on Intelligence.,,117,Castro,Joaquin,,Texas,C001091
Cawthorn,Education and Labor.,,117,Cawthorn,,,,C001104
Cawthorn,Veterans’ Affairs.,,117,Cawthorn,,,,C001104
Chabot,Foreign Affairs.,,117,Chabot,,,,C000266
Chabot,Judiciary.,,117,Chabot,,,,C000266
Cheney,Armed Services.,,117,Cheney,,,,C001109
Cheney,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Cheney,,,,C001109
Cherfilus-McCormick,Education and Labor.,,117,Cherfilus-McCormick,,,,C001127
Cherfilus-McCormick,Transportation and Infrastructure.,,117,Cherfilus-McCormick,,,,C001127
Cherfilus-McCormick,Veterans’ Affairs.,,117,Cherfilus-McCormick,,,,C001127
Chu,Budget.,,117,Chu,,,,C001080
Chu,Small Business.,,117,Chu,,,,C001080
Chu,Ways and Means.,,117,Chu,,,,C001080
Cicilline,Foreign Affairs.,,117,Cicilline,,,,C001084
Cicilline,Judiciary.,,117,Cicilline,,,,C001084
"Clark, Katherine M., of Massachusetts",Assistant Speaker.,,117,Clark,Katherine,M,Massachusetts,C001101
"Clark, Katherine M., of Massachusetts",Appropriations.,,117,Clark,Katherine,M,Massachusetts,C001101
"Clarke, Yvette D., of New York",Energy and Commerce.,,117,Clarke,Yvette,D,New York,C001067
"Clarke, Yvette D., of New York",Homeland Security.,,117,Clarke,Yvette,D,New York,C001067
Cleaver,Financial Services.,,117,Cleaver,,,,C001061
Cleaver,Homeland Security.,,117,Cleaver,,,,C001061
Cleaver,Select Committee on the Modernization of Congress.,,117,Cleaver,,,,C001061
Cline,Appropriations.,,117,Cline,,,,C001118
Cline,Budget.,,117,Cline,,,,C001118
Cloud,Agriculture.,,117,Cloud,,,,C001115
Cloud,Oversight and Reform.,,117,Cloud,,,,C001115
Clyburn,Majority Whip.,,117,Clyburn,,,,C000537
Clyde,Homeland Security.,,117,Clyde,,,,C001116
Clyde,Oversight and Reform.,,117,Clyde,,,,C001116
Cohen,Judiciary.,,117,Cohen,,,,C001068
Cohen,Natural Resources.,,117,Cohen,,,,C001068
Cohen,Transportation and Infrastructure.,,117,Cohen,,,,C001068
Cole,Appropriations.,,117,Cole,,,,C001053
Cole,Rules.,,117,Cole,,,,C001053
Comer,Education and Labor.,,117,Comer,,,,C001108
Comer,Oversight and Reform.,,117,Comer,,,,C001108
Connolly,Foreign Affairs.,,117,Connolly,,,,C001078
Connolly,Oversight and Reform.,,117,Connolly,,,,C001078
Conway,Natural Resources.,,117,Conway,,,,C001128
Conway,Veterans’ Affairs.,,117,Conway,,,,C001128
Cooper,Armed Services.,,117,Cooper,,,,C000754
Cooper,Budget.,,117,Cooper,,,,C000754
Cooper,Oversight and Reform.,,117,Cooper,,,,C000754
Cooper,Permanent Select Committee on Intelligence.,,117,Cooper,,,,C000754
Correa,Agriculture.,,117,Correa,,,,C001110
Correa,Homeland Security.,,117,Correa,,,,C001110
Correa,Judiciary.,,117,Correa,,,,C001110
Costa,Agriculture.,,117,Costa,,,,C001059
Costa,Foreign Affairs.,,117,Costa,,,,C001059
Costa,Natural Resources.,,117,Costa,,,,C001059
Courtney,Armed Services.,,117,Courtney,,,,C001069
Courtney,Education and Labor.,,117,Courtney,,,,C001069
Craig,Agriculture.,,117,Craig,,,,C001119
Craig,Energy and Commerce.,,117,Craig,,,,C001119
Craig,Small Business.,,117,Craig,,,,C001119
Craig,Select Committee on Economic Disparity and Fairness in Growth.,,117,Craig,,,,C001119
Crawford,Agriculture.,,117,Crawford,,,,C001087
Crawford,Transportation and Infrastructure.,,117,Crawford,,,,C001087
Crawford,Permanent Select Committee on Intelligence.,,117,Crawford,,,,C001087
Crenshaw,Energy and Commerce.,,117,Crenshaw,,,,C001120
Crenshaw,Select Committee on the Climate Crisis.,,117,Crenshaw,,,,C001120
Crow,Armed Services.,,117,Crow,,,,C001121
Crow,Small Business.,,117,Crow,,,,C001121
Crow,Permanent Select Committee on Intelligence.,,117,Crow,,,,C001121
Cuellar,Appropriations.,,117,Cuellar,,,,C001063
Curtis,Energy and Commerce.,,117,Curtis,,,,C001114
"Davids, Sharice, of Kansas",Agriculture.,,117,Davids,Sharice,,Kansas,D000629
"Davids, Sharice, of Kansas",Small Business.,,117,Davids,Sharice,,Kansas,D000629
"Davids, Sharice, of Kansas",Transportation and Infrastructure.,,117,Davids,Sharice,,Kansas,D000629
Davidson,Financial Services.,,117,Davidson,,,,D000626
Davidson,Select Committee on Economic Disparity and Fairness in Growth.,,117,Davidson,,,,D000626
"Davis, Danny K., of Illinois",Oversight and Reform.,,117,Davis,Danny,K,Illinois,D000096
"Davis, Danny K., of Illinois",Ways and Means.,,117,Davis,Danny,K,Illinois,D000096
"Davis, Rodney, of Illinois",Agriculture.,,117,Davis,Rodney,,Illinois,D000619
"Davis, Rodney, of Illinois",House Administration.,,117,Davis,Rodney,,Illinois,D000619
"Davis, Rodney, of Illinois",Transportation and Infrastructure.,,117,Davis,Rodney,,Illinois,D000619
"Davis, Rodney, of Illinois",Select Committee on the Modernization of Congress.,,117,Davis,Rodney,,Illinois,D000619
Dean,Financial Services.,,117,Dean,,,,D000631
Dean,Judiciary.,,117,Dean,,,,D000631
DeFazio,Transportation and Infrastructure.,Chair,117,DeFazio,,,,D000191
DeGette,Energy and Commerce.,,117,DeGette,,,,D000197
DeGette,Natural Resources.,,117,DeGette,,,,D000197
DeLauro,Appropriations.,Chair,117,DeLauro,,,,D000216
DelBene,Ways and Means.,,117,DelBene,,,,D000617
Demings,Homeland Security.,,117,Demings,,,,D000627
Demings,Judiciary.,,117,Demings,,,,D000627
Demings,Permanent Select Committee on Intelligence.,,117,Demings,,,,D000627
DeSaulnier,Education and Labor.,,117,DeSaulnier,,,,D000623
DeSaulnier,Oversight and Reform.,,117,DeSaulnier,,,,D000623
DeSaulnier,Rules.,,117,DeSaulnier,,,,D000623
DeSaulnier,Transportation and Infrastructure.,,117,DeSaulnier,,,,D000623
DesJarlais,Agriculture.,,117,DesJarlais,,,,D000616
DesJarlais,Armed Services.,,117,DesJarlais,,,,D000616
Diaz-Balart,Appropriations.,,117,Diaz-Balart,,,,D000600
Dingell,Energy and Commerce.,,117,Dingell,,,,D000624
Dingell,Natural Resources.,,117,Dingell,,,,D000624
Doggett,Budget.,,117,Doggett,,,,D000399
Doggett,Ways and Means.,,117,Doggett,,,,D000399
Donalds,Budget.,,117,Donalds,,,,D000032
Donalds,Oversight and Reform.,,117,Donalds,,,,D000032
Donalds,Small Business.,,117,Donalds,,,,D000032
Donalds,Select Committee on Economic Disparity and Fairness in Growth.,,117,Donalds,,,,D000032
"Doyle, Michael F., of Pennsylvania",Energy and Commerce.,,117,Doyle,Michael,F,Pennsylvania,D000482
Duncan,Energy and Commerce.,,117,Duncan,,,,D000615
Dunn,Energy and Commerce.,,117,Dunn,,,,D000628
Ellzey,"Science, Space, and Technology.",,117,Ellzey,,,,E000071
Ellzey,Veterans’ Affairs.,,117,Ellzey,,,,E000071
Emmer,Financial Services.,,117,Emmer,,,,E000294
Escobar,Armed Services.,,117,Escobar,,,,E000299
Escobar,Ethics.,,117,Escobar,,,,E000299
Escobar,Judiciary.,,117,Escobar,,,,E000299
Escobar,Select Committee on the Climate Crisis.,,117,Escobar,,,,E000299
Eshoo,Energy and Commerce.,,117,Eshoo,,,,E000215
Espaillat,Appropriations.,,117,Espaillat,,,,E000297
Espaillat,Education and Labor.,,117,Espaillat,,,,E000297
Estes,Ways and Means.,,117,Estes,,,,E000298
Evans,Small Business.,,117,Evans,,,,E000296
Evans,Ways and Means.,,117,Evans,,,,E000296
Fallon,Armed Services.,,117,Fallon,,,,F000246
Fallon,Oversight and Reform.,,117,Fallon,,,,F000246
Feenstra,Agriculture.,,117,Feenstra,,,,F000446
Feenstra,Budget.,,117,Feenstra,,,,F000446
Feenstra,"Science, Space, and Technology.",,117,Feenstra,,,,F000446
Ferguson,Ways and Means.,,117,Ferguson,,,,F000465
Finstad,Agriculture.,,117,Finstad,,,,F000475
Finstad,Education and Labor.,,117,Finstad,,,,F000475
Fischbach,Agriculture.,,117,Fischbach,,,,F000470
Fischbach,Judiciary.,,117,Fischbach,,,,F000470
Fischbach,Rules.,,117,Fischbach,,,,F000470
Fitzgerald,Education and Labor.,,117,Fitzgerald,,,,F000471
Fitzgerald,Judiciary.,,117,Fitzgerald,,,,F000471
Fitzgerald,Small Business.,,117,Fitzgerald,,,,F000471
Fitzpatrick,Foreign Affairs.,,117,Fitzpatrick,,,,F000466
Fitzpatrick,Transportation and Infrastructure.,,117,Fitzpatrick,,,,F000466
Fitzpatrick,Permanent Select Committee on Intelligence.,,117,Fitzpatrick,,,,F000466
Fleischmann,Appropriations.,,117,Fleischmann,,,,F000459
Fletcher,Energy and Commerce.,,117,Fletcher,,,,F000468
Fletcher,"Science, Space, and Technology.",,117,Fletcher,,,,F000468
Flood,Oversight and Reform.,,117,Flood,,,,F000474
Flood,Small Business.,,117,Flood,,,,F000474
Flores,Agriculture.,,117,Flores,,,,
Flores,Homeland Security.,,117,Flores,,,,
Foster,Financial Services.,,117,Foster,,,,F000454
Foster,"Science, Space, and Technology.",,117,Foster,,,,F000454
"Foxx, Virginia, of North Carolina",Education and Labor.,,117,Foxx,Virginia,,North Carolina,F000450
"Foxx, Virginia, of North Carolina",Oversight and Reform.,,117,Foxx,Virginia,,North Carolina,F000450
"Frankel, Lois, of Florida",Appropriations.,,117,Frankel,Lois,,Florida,F000462
"Frankel, Lois, of Florida",Veterans’ Affairs.,,117,Frankel,Lois,,Florida,F000462
"Franklin, C. Scott, of Florida",Armed Services.,,117,Franklin,C.,,Florida,F000472
"Franklin, C. Scott, of Florida",Oversight and Reform.,,117,Franklin,C.,,Florida,F000472
Fulcher,Education and Labor.,,117,Fulcher,,,,F000469
Fulcher,Natural Resources.,,117,Fulcher,,,,F000469
Gaetz,Armed Services.,,117,Gaetz,,,,G000578
Gaetz,Judiciary.,,117,Gaetz,,,,G000578
Gallagher,Armed Services.,,117,Gallagher,,,,G000579
Gallagher,Transportation and Infrastructure.,,117,Gallagher,,,,G000579
Gallagher,Permanent Select Committee on Intelligence.,,117,Gallagher,,,,G000579
Gallego,Armed Services.,,117,Gallego,,,,G000574
Gallego,Natural Resources.,,117,Gallego,,,,G000574
Gallego,Veterans’ Affairs.,,117,Gallego,,,,G000574
Garamendi,Armed Services.,,117,Garamendi,,,,G000559
Garamendi,Transportation and Infrastructure.,,117,Garamendi,,,,G000559
Garbarino,Homeland Security.,,117,Garbarino,,,,G000597
Garbarino,Small Business.,,117,Garbarino,,,,G000597
"Garc´ıa, Jesu´s G. ‘‘Chuy’’, of Illinois",Financial Services.,,117,García,Jesús,G,Illinois,G000586
"Garc´ıa, Jesu´s G. ‘‘Chuy’’, of Illinois",Natural Resources.,,117,García,Jesús,G,Illinois,G000586
"Garc´ıa, Jesu´s G. ‘‘Chuy’’, of Illinois",Transportation and Infrastructure.,,117,García,Jesús,G,Illinois,G000586
"Garcia, Mike, of California",Appropriations.,,117,Garcia,Mike,,California,G000061
"Garcia, Mike, of California","Science, Space, and Technology.",,117,Garcia,Mike,,California,G000061
"Garcia, Sylvia R., of Texas",Armed Services.,,117,Garcia,Sylvia,R,Texas,G000587
"Garcia, Sylvia R., of Texas",Financial Services.,,117,Garcia,Sylvia,R,Texas,G000587
"Garcia, Sylvia R., of Texas",Judiciary.,,117,Garcia,Sylvia,R,Texas,G000587
Gibbs,Oversight and Reform.,,117,Gibbs,,,,G000563
Gibbs,Transportation and Infrastructure.,,117,Gibbs,,,,G000563
Gimenez,Homeland Security.,,117,Gimenez,,,,G000593
Gimenez,"Science, Space, and Technology.",,117,Gimenez,,,,G000593
Gimenez,Transportation and Infrastructure.,,117,Gimenez,,,,G000593
Gohmert,Judiciary.,,117,Gohmert,,,,G000552
Gohmert,Natural Resources.,,117,Gohmert,,,,G000552
Golden,Armed Services.,,117,Golden,,,,G000592
Golden,Small Business.,,117,Golden,,,,G000592
Gomez,Oversight and Reform.,,117,Gomez,,,,G000585
Gomez,Ways and Means.,,117,Gomez,,,,G000585
"Gonzales, Tony, of Texas",Appropriations.,,117,Gonzales,Tony,,Texas,G000594
"Gonzalez, Anthony, of Ohio",Financial Services.,,117,Gonzalez,Anthony,,Ohio,G000588
"Gonzalez, Anthony, of Ohio","Science, Space, and Technology.",,117,Gonzalez,Anthony,,Ohio,G000588
"Gonzalez, Anthony, of Ohio",Select Committee on the Climate Crisis.,,117,Gonzalez,Anthony,,Ohio,G000588
"Gonzalez, Vicente, of Texas",Financial Services.,,117,Gonzalez,Vicente,,Texas,G000581
"Gonzalez, Vicente, of Texas",Foreign Affairs.,,117,Gonzalez,Vicente,,Texas,G000581
"Gonzalez, Vicente, of Texas",Select Committee on Economic Disparity and Fairness in Growth.,,117,Gonzalez,Vicente,,Texas,G000581
"Gonza´lez-Colo´n, Jenniffer, of Puerto Rico",Natural Resources.,,117,González-Colón,Jenniffer,,Puerto Rico,G000582
"Gonza´lez-Colo´n, Jenniffer, of Puerto Rico",Transportation and Infrastructure.,,117,González-Colón,Jenniffer,,Puerto Rico,G000582
"Good, Bob, of Virginia",Budget.,,117,Good,Bob,,Virginia,G000595
"Good, Bob, of Virginia",Education and Labor.,,117,Good,Bob,,Virginia,G000595
"Gooden, Lance, of Texas",Financial Services.,,117,Gooden,Lance,,Texas,G000589
Gosar,[No committee assignments at press time.],,117,Gosar,,,,G000565
Gottheimer,Financial Services.,,117,Gottheimer,,,,G000583
Gottheimer,Homeland Security.,,117,Gottheimer,,,,G000583
Granger,Appropriations.,,117,Granger,,,,G000377
"Graves, Garret, of Louisiana",Natural Resources.,,117,Graves,Garret,,Louisiana,G000577
"Graves, Garret, of Louisiana",Transportation and Infrastructure.,,117,Graves,Garret,,Louisiana,G000577
"Graves, Garret, of Louisiana",Select Committee on the Climate Crisis.,,117,Graves,Garret,,Louisiana,G000577
"Graves, Sam, of Missouri",Armed Services.,,117,Graves,Sam,,Missouri,G000546
"Graves, Sam, of Missouri",Transportation and Infrastructure.,,117,Graves,Sam,,Missouri,G000546
"Green, Al, of Texas",Financial Services.,,117,Green,Al,,Texas,G000553
"Green, Al, of Texas",Homeland Security.,,117,Green,Al,,Texas,G000553
"Green, Mark E., of Tennessee",Armed Services.,,117,Green,Mark,E,Tennessee,G000590
"Green, Mark E., of Tennessee",Foreign Affairs.,,117,Green,Mark,E,Tennessee,G000590
"Green, Mark E., of Tennessee","Greene, Marjorie Taylor, of [No committee assignments at press time.] Georgia.",,117,Green,Mark,E,Tennessee,G000590
Griffith,Energy and Commerce.,,117,Griffith,,,,G000568
Grijalva,Natural Resources.,Chair,117,Grijalva,,,,G000551
Grijalva,Education and Labor.,,117,Grijalva,,,,G000551
Grothman,Budget.,,117,Grothman,,,,G000576
Grothman,Education and Labor.,,117,Grothman,,,,G000576
Grothman,Oversight and Reform.,,117,Grothman,,,,G000576
Guest,Ethics.,,117,Guest,,,,G000591
Guest,Homeland Security.,,117,Guest,,,,G000591
Guest,Transportation and Infrastructure.,,117,Guest,,,,G000591
Guthrie,Energy and Commerce.,,117,Guthrie,,,,G000558
"Harder, Josh, of California",Agriculture.,,117,Harder,Josh,,California,H001090
"Harder, Josh, of California",Appropriations.,,117,Harder,Josh,,California,H001090
Harris,Appropriations.,,117,Harris,,,,
"Harshbarger, Diana",Education and Labor.,,117,Harshbarger,Diana,,,H001086
"Harshbarger, Diana",Homeland Security.,,117,Harshbarger,Diana,,,H001086
Hartzler,Agriculture.,,117,Hartzler,,,,H001053
Hartzler,Armed Services.,,117,Hartzler,,,,H001053
Hayes,Agriculture.,,117,Hayes,,,,H001081
Hayes,Education and Labor.,,117,Hayes,,,,H001081
"Hern, Kevin, of Oklahoma",Ways and Means.,,117,Hern,Kevin,,Oklahoma,H001082
Herrell,Natural Resources.,,117,Herrell,,,,H001084
Herrell,Oversight and Reform.,,117,Herrell,,,,H001084
Herrera Beutler,Appropriations.,,117,Herrera Beutler,,,,H001056
"Hice, Jody B., of Georgia",Natural Resources.,,117,Hice,Jody,B,Georgia,H001071
"Hice, Jody B., of Georgia",Oversight and Reform.,,117,Hice,Jody,B,Georgia,H001071
"Higgins, Brian, of New York",Budget.,,117,Higgins,Brian,,New York,H001038
"Higgins, Brian, of New York",Ways and Means.,,117,Higgins,Brian,,New York,H001038
"Higgins, Clay, of Louisiana",Homeland Security.,,117,Higgins,Clay,,Louisiana,H001077
"Higgins, Clay, of Louisiana",Oversight and Reform.,,117,Higgins,Clay,,Louisiana,H001077
Hill,Financial Services.,,117,Hill,,,,H001072
Himes,Select Committee on Economic Disparity and Fairness in,,117,Himes,,,,H001047
Himes,Growth.,Chair,117,Himes,,,,H001047
Himes,Financial Services.,,117,Himes,,,,H001047
Himes,Permanent Select Committee on Intelligence.,,117,Himes,,,,H001047
Hinson,Appropriations.,,117,Hinson,,,,H001091
Hinson,Budget.,,117,Hinson,,,,H001091
Hollingsworth,Financial Services.,,117,Hollingsworth,,,,H001074
Horsford,Armed Services.,,117,Horsford,,,,H001066
Horsford,Budget.,,117,Horsford,,,,H001066
Horsford,Ways and Means.,,117,Horsford,,,,H001066
Houlahan,Armed Services.,,117,Houlahan,,,,H001085
Houlahan,Foreign Affairs.,,117,Houlahan,,,,H001085
Houlahan,Small Business.,,117,Houlahan,,,,H001085
Hoyer,Majority Leader.,,117,Hoyer,,,,H000874
Hudson,Energy and Commerce.,,117,Hudson,,,,H001067
Huffman,Natural Resources.,,117,Huffman,,,,H001068
Huffman,Transportation and Infrastructure.,,117,Huffman,,,,H001068
Huffman,Select Committee on the Climate Crisis.,,117,Huffman,,,,H001068
Huizenga,Financial Services.,,117,Huizenga,,,,H001058
Issa,Foreign Affairs.,,117,Issa,,,,I000056
Issa,Judiciary.,,117,Issa,,,,I000056
Jackson,Armed Services.,,117,Jackson,,,,J000304
Jackson,Foreign Affairs.,,117,Jackson,,,,J000304
Jackson Lee,Budget.,,117,Jackson Lee,,,,J000032
Jackson Lee,Homeland Security.,,117,Jackson Lee,,,,J000032
Jackson Lee,Judiciary.,,117,Jackson Lee,,,,J000032
"Jacobs, Chris, of New York",Agriculture.,,117,Jacobs,Chris,,New York,J000020
"Jacobs, Chris, of New York",Education and Labor.,,117,Jacobs,Chris,,New York,J000020
"Jacobs, Sara, of California",Armed Services.,,117,Jacobs,Sara,,California,J000305
"Jacobs, Sara, of California",Foreign Affairs.,,117,Jacobs,Sara,,California,J000305
"Jacobs, Sara, of California",Select Committee on Economic Disparity and Fairness in Growth.,,117,Jacobs,Sara,,California,J000305
Jayapal,Budget.,,117,Jayapal,,,,J000298
Jayapal,Education and Labor.,,117,Jayapal,,,,J000298
Jayapal,Judiciary.,,117,Jayapal,,,,J000298
Jayapal,Select Committee on Economic Disparity and Fairness in Growth.,,117,Jayapal,,,,J000298
Jeffries,Budget.,,117,Jeffries,,,,J000294
Jeffries,Judiciary.,,117,Jeffries,,,,J000294
