Representative,Committee,Rank,Congress,Last Name,First Name,Middle Initial,State,bioguideID
"Johnson, Bill, of Ohio",Energy and Commerce.,,117,Johnson,Bill,,Ohio,J000292
"Johnson, Bill, of Ohio","Johnson, Dusty, of South Dakota Agriculture.",,117,Johnson,Bill,,Ohio,J000292
"Johnson, Bill, of Ohio",Transportation and Infrastructure.,,117,Johnson,Bill,,Ohio,J000292
"Johnson, Bill, of Ohio","Johnson, Eddie Bernice, of Texas Science, Space, and Technology.",Chair,117,Johnson,Bill,,Ohio,J000292
"Johnson, Henry C. ‘‘Hank’’, Jr., of Georgia",Judiciary.,,117,Johnson,Henry,C,Georgia,J000288
"Johnson, Henry C. ‘‘Hank’’, Jr., of Georgia",Oversight and Reform.,,117,Johnson,Henry,C,Georgia,J000288
"Johnson, Henry C. ‘‘Hank’’, Jr., of Georgia",Transportation and Infrastructure.,,117,Johnson,Henry,C,Georgia,J000288
"Johnson, Mike, of Louisiana",Armed Services.,,117,Johnson,Mike,,Louisiana,J000299
"Johnson, Mike, of Louisiana",Judiciary.,,117,Johnson,Mike,,Louisiana,J000299
Jones,Education and Labor.,,117,Jones,,,,
Jones,Ethics.,,117,Jones,,,,
Jones,Judiciary.,,117,Jones,,,,
Jordan,Judiciary.,,117,Jordan,,,,J000289
Jordan,Oversight and Reform.,,117,Jordan,,,,J000289
"Joyce, David P., of Ohio",Appropriations.,,117,Joyce,David,P,Ohio,J000295
"Joyce, David P., of Ohio",Ethics.,,117,Joyce,David,P,Ohio,J000295
"Joyce, David P., of Ohio",Select Committee on the Modernization of Congress.,,117,Joyce,David,P,Ohio,J000295
"Joyce, John, of Pennsylvania",Energy and Commerce.,,117,Joyce,John,,Pennsylvania,J000302
Kahele,Armed Services.,,117,Kahele,,,,K000396
Kahele,Transportation and Infrastructure.,,117,Kahele,,,,K000396
Kaptur,Agriculture.,,117,Kaptur,,,,K000009
Kaptur,Appropriations.,,117,Kaptur,,,,K000009
Kaptur,Veterans’ Affairs.,,117,Kaptur,,,,K000009
Kaptur,Select Committee on Economic Disparity and Fairness in Growth.,,117,Kaptur,,,,K000009
Katko,Homeland Security.,,117,Katko,,,,K000386
Katko,Transportation and Infrastructure.,,117,Katko,,,,K000386
Keating,Armed Services.,,117,Keating,,,,K000375
Keating,Foreign Affairs.,,117,Keating,,,,K000375
Keller,Education and Labor.,,117,Keller,,,,K000395
Keller,Oversight and Reform.,,117,Keller,,,,K000395
"Kelly, Mike, of Pennsylvania",Ways and Means.,,117,Kelly,Mike,,Pennsylvania,K000376
"Kelly, Robin L., of Illinois",Energy and Commerce.,,117,Kelly,Robin,L,Illinois,K000385
"Kelly, Robin L., of Illinois",Oversight and Reform.,,117,Kelly,Robin,L,Illinois,K000385
"Kelly, Trent, of Mississippi",Agriculture.,,117,Kelly,Trent,,Mississippi,K000388
"Kelly, Trent, of Mississippi",Armed Services.,,117,Kelly,Trent,,Mississippi,K000388
"Kelly, Trent, of Mississippi",Permanent Select Committee on Intelligence.,,117,Kelly,Trent,,Mississippi,K000388
Khanna,Agriculture.,,117,Khanna,,,,K000389
Khanna,Armed Services.,,117,Khanna,,,,K000389
Khanna,Oversight and Reform.,,117,Khanna,,,,K000389
Kildee,Budget.,,117,Kildee,,,,K000380
Kildee,"Science, Space, and Technology.",,117,Kildee,,,,K000380
Kildee,Ways and Means.,,117,Kildee,,,,K000380
Kilmer,Select Committee on the Modernization of Congress.,Chair,117,Kilmer,,,,K000381
Kilmer,Appropriations.,,117,Kilmer,,,,K000381
"Kim, Andy, of New Jersey",Armed Services.,,117,Kim,Andy,,New Jersey,K000394
"Kim, Andy, of New Jersey",Foreign Affairs.,,117,Kim,Andy,,New Jersey,K000394
"Kim, Andy, of New Jersey",Small Business.,,117,Kim,Andy,,New Jersey,K000394
"Kim, Young, of California",Foreign Affairs.,,117,Kim,Young,,California,K000397
"Kim, Young, of California","Science, Space, and Technology.",,117,Kim,Young,,California,K000397
"Kim, Young, of California",Small Business.,,117,Kim,Young,,California,K000397
Kind,Ways and Means.,,117,Kind,,,,K000188
Kinzinger,Energy and Commerce.,,117,Kinzinger,,,,K000378
Kinzinger,Foreign Affairs.,,117,Kinzinger,,,,K000378
Kinzinger,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Kinzinger,,,,K000378
Kirkpatrick,Appropriations.,,117,Kirkpatrick,,,,K000368
Krishnamoorthi,Oversight and Reform.,,117,Krishnamoorthi,,,,K000391
Krishnamoorthi,Permanent Select Committee on Intelligence.,,117,Krishnamoorthi,,,,K000391
"Kuster, Ann M., of New Hampshire",Agriculture.,,117,Kuster,Ann,M,New Hampshire,K000382
"Kuster, Ann M., of New Hampshire",Energy and Commerce.,,117,Kuster,Ann,M,New Hampshire,K000382
"Kustoff, David, of Tennessee",Ways and Means.,,117,Kustoff,David,,Tennessee,K000392
LaHood,Ways and Means.,,117,LaHood,,,,L000585
LaHood,Permanent Select Committee on Intelligence.,,117,LaHood,,,,L000585
LaMalfa,Agriculture.,,117,LaMalfa,,,,L000578
LaMalfa,Transportation and Infrastructure.,,117,LaMalfa,,,,L000578
Lamb,"Science, Space, and Technology.",,117,Lamb,,,,L000588
Lamb,Transportation and Infrastructure.,,117,Lamb,,,,L000588
Lamb,Veterans’ Affairs.,,117,Lamb,,,,L000588
Lamborn,Armed Services.,,117,Lamborn,,,,L000564
Lamborn,Natural Resources.,,117,Lamborn,,,,L000564
Langevin,Armed Services.,,117,Langevin,,,,L000559
Langevin,Homeland Security.,,117,Langevin,,,,L000559
"Larsen, Rick, of Washington",Armed Services.,,117,Larsen,Rick,,Washington,L000560
"Larsen, Rick, of Washington",Transportation and Infrastructure.,,117,Larsen,Rick,,Washington,L000560
"Larson, John B., of Connecticut",Ways and Means.,,117,Larson,John,B,Connecticut,L000557
Latta,Energy and Commerce.,,117,Latta,,,,L000566
Latta,Select Committee on the Modernization of Congress.,,117,Latta,,,,L000566
LaTurner,Homeland Security.,,117,LaTurner,,,,L000266
LaTurner,Oversight and Reform.,,117,LaTurner,,,,L000266
LaTurner,"Science, Space, and Technology.",,117,LaTurner,,,,L000266
Lawrence,Appropriations.,,117,Lawrence,,,,L000581
Lawrence,Oversight and Reform.,,117,Lawrence,,,,L000581
"Lawson, Al, Jr., of Florida",Agriculture.,,117,Lawson,Al,J,Florida,L000586
"Lawson, Al, Jr., of Florida",Financial Services.,,117,Lawson,Al,J,Florida,L000586
"Lee, Barbara, of California",Appropriations.,,117,Lee,Barbara,,California,L000551
"Lee, Barbara, of California",Budget.,,117,Lee,Barbara,,California,L000551
"Lee, Susie, of Nevada",Appropriations.,,117,Lee,Susie,,Nevada,L000590
Leger Fernandez,Education and Labor.,,117,Leger Fernandez,,,,L000273
Leger Fernandez,House Administration.,,117,Leger Fernandez,,,,L000273
Leger Fernandez,Natural Resources.,,117,Leger Fernandez,,,,L000273
Lesko,Energy and Commerce.,,117,Lesko,,,,L000589
Letlow,Appropriations.,,117,Letlow,,,,L000595
"Levin, Andy, of Michigan",Education and Labor.,,117,Levin,Andy,,Michigan,L000592
"Levin, Andy, of Michigan",Foreign Affairs.,,117,Levin,Andy,,Michigan,L000592
"Levin, Mike, of California",Natural Resources.,,117,Levin,Mike,,California,L000593
"Levin, Mike, of California",Veterans’ Affairs.,,117,Levin,Mike,,California,L000593
"Levin, Mike, of California",Select Committee on the Climate Crisis.,,117,Levin,Mike,,California,L000593
Lieu,Foreign Affairs.,,117,Lieu,,,,L000582
Lieu,Judiciary.,,117,Lieu,,,,L000582
Lofgren,House Administration.,Chair,117,Lofgren,,,,L000397
Lofgren,Judiciary.,,117,Lofgren,,,,L000397
Lofgren,"Science, Space, and Technology.",,117,Lofgren,,,,L000397
Lofgren,Select Committee on the Modernization of Congress.,,117,Lofgren,,,,L000397
Lofgren,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Lofgren,,,,L000397
Long,Energy and Commerce.,,117,Long,,,,L000576
Loudermilk,Financial Services.,,117,Loudermilk,,,,L000583
Loudermilk,House Administration.,,117,Loudermilk,,,,L000583
Lowenthal,Natural Resources.,,117,Lowenthal,,,,L000579
Lowenthal,Transportation and Infrastructure.,,117,Lowenthal,,,,L000579
Lucas,Financial Services.,,117,Lucas,,,,L000491
Lucas,"Science, Space, and Technology.",,117,Lucas,,,,L000491
Luetkemeyer,Financial Services.,,117,Luetkemeyer,,,,L000569
Luetkemeyer,Small Business.,,117,Luetkemeyer,,,,L000569
Luria,Armed Services.,,117,Luria,,,,L000591
Luria,Homeland Security.,,117,Luria,,,,L000591
Luria,Veterans’ Affairs.,,117,Luria,,,,L000591
Luria,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Luria,,,,L000591
Lynch,Financial Services.,,117,Lynch,,,,L000562
Lynch,Oversight and Reform.,,117,Lynch,,,,L000562
Lynch,Transportation and Infrastructure.,,117,Lynch,,,,L000562
Mace,Oversight and Reform.,,117,Mace,,,,M000194
Mace,Transportation and Infrastructure.,,117,Mace,,,,M000194
Mace,Veterans’ Affairs.,,117,Mace,,,,M000194
Malinowski,Foreign Affairs.,,117,Malinowski,,,,M001203
Malinowski,Homeland Security.,,117,Malinowski,,,,M001203
Malinowski,Transportation and Infrastructure.,,117,Malinowski,,,,M001203
Malliotakis,Foreign Affairs.,,117,Malliotakis,,,,M000317
Malliotakis,Transportation and Infrastructure.,,117,Malliotakis,,,,M000317
"Maloney, Carolyn B., of New York",Oversight and Reform.,Chair,117,Maloney,Carolyn,B,New York,M000087
"Maloney, Carolyn B., of New York",Financial Services.,,117,Maloney,Carolyn,B,New York,M000087
"Maloney, Sean Patrick, of New York",Agriculture.,,117,Maloney,Sean,,New York,M001185
"Maloney, Sean Patrick, of New York",Transportation and Infrastructure.,,117,Maloney,Sean,,New York,M001185
"Maloney, Sean Patrick, of New York",Permanent Select Committee on Intelligence.,,117,Maloney,Sean,,New York,M001185
Mann,Agriculture.,,117,Mann,,,,M000871
Mann,Veterans’ Affairs.,,117,Mann,,,,M000871
Manning,Education and Labor.,,117,Manning,,,,M001135
Manning,Foreign Affairs.,,117,Manning,,,,M001135
Massie,Judiciary.,,117,Massie,,,,M001184
Massie,Transportation and Infrastructure.,,117,Massie,,,,M001184
Mast,Foreign Affairs.,,117,Mast,,,,M001199
Mast,Transportation and Infrastructure.,,117,Mast,,,,M001199
Matsui,Energy and Commerce.,,117,Matsui,,,,M001163
McBath,Education and Labor.,,117,McBath,,,,M001208
McBath,Judiciary.,,117,McBath,,,,M001208
McCarthy,Republican Leader.,,117,McCarthy,,,,M001165
McCaul,Foreign Affairs.,,117,McCaul,,,,M001157
McCaul,Homeland Security.,,117,McCaul,,,,M001157
McClain,Armed Services.,,117,McClain,,,,M001136
McClain,Education and Labor.,,117,McClain,,,,M001136
McClintock,Budget.,,117,McClintock,,,,M001177
McClintock,Judiciary.,,117,McClintock,,,,M001177
McClintock,Natural Resources.,,117,McClintock,,,,M001177
McCollum,Appropriations.,,117,McCollum,,,,M001143
McCollum,Natural Resources.,,117,McCollum,,,,M001143
McEachin,Energy and Commerce.,,117,McEachin,,,,M001200
McEachin,Natural Resources.,,117,McEachin,,,,M001200
McEachin,Select Committee on the Climate Crisis.,,117,McEachin,,,,M001200
McGovern,Rules.,Chair,117,McGovern,,,,M000312
McGovern,Agriculture.,,117,McGovern,,,,M000312
McHenry,Financial Services.,,117,McHenry,,,,M001156
McKinley,Energy and Commerce.,,117,McKinley,,,,M001180
McNerney,Energy and Commerce.,,117,McNerney,,,,M001166
McNerney,"Science, Space, and Technology.",,117,McNerney,,,,M001166
Meeks,Foreign Affairs.,Chair,117,Meeks,,,,M001137
Meeks,Financial Services.,,117,Meeks,,,,M001137
Meijer,Foreign Affairs.,,117,Meijer,,,,M001186
Meijer,Homeland Security.,,117,Meijer,,,,M001186
Meijer,"Science, Space, and Technology.",,117,Meijer,,,,M001186
Meng,Appropriations.,,117,Meng,,,,M001188
Meuser,Foreign Affairs.,,117,Meuser,,,,M001204
Meuser,Small Business.,,117,Meuser,,,,M001204
Mfume,Education and Labor.,,117,Mfume,,,,M000687
Mfume,Oversight and Reform.,,117,Mfume,,,,M000687
Mfume,Small Business.,,117,Mfume,,,,M000687
"Miller, Carol D., of West Virginia",Ways and Means.,,117,Miller,Carol,D,West Virginia,M001205
"Miller, Carol D., of West Virginia",Select Committee on the Climate Crisis.,,117,Miller,Carol,D,West Virginia,M001205
"Miller, Mary E., of Illinois",Agriculture.,,117,Miller,Mary,E,Illinois,M001211
"Miller, Mary E., of Illinois",Education and Labor.,,117,Miller,Mary,E,Illinois,M001211
Miller-Meeks,Education and Labor.,,117,Miller-Meeks,,,,M001215
Miller-Meeks,Homeland Security.,,117,Miller-Meeks,,,,M001215
Miller-Meeks,Veterans’ Affairs.,,117,Miller-Meeks,,,,M001215
Moolenaar,Appropriations.,,117,Moolenaar,,,,M001194
"Mooney, Alexander X., of West Virginia",Financial Services.,,117,Mooney,Alexander,X,West Virginia,M001195
"Moore, Barry, of Alabama",Agriculture.,,117,Moore,Barry,,Alabama,M001212
"Moore, Barry, of Alabama",Veterans’ Affairs.,,117,Moore,Barry,,Alabama,M001212
"Moore, Blake D., of Utah",Armed Services.,,117,Moore,Blake,D,Utah,M001213
"Moore, Blake D., of Utah",Budget.,,117,Moore,Blake,D,Utah,M001213
"Moore, Blake D., of Utah",Natural Resources.,,117,Moore,Blake,D,Utah,M001213
"Moore, Gwen, of Wisconsin","Science, Space, and Technology.",,117,Moore,Gwen,,Wisconsin,M001160
"Moore, Gwen, of Wisconsin",Ways and Means.,,117,Moore,Gwen,,Wisconsin,M001160
"Moore, Gwen, of Wisconsin",Select Committee on Economic Disparity and Fairness in Growth.,,117,Moore,Gwen,,Wisconsin,M001160
Morelle,Appropriations,,117,Morelle,,,,M001206
Morelle,Budget.,,117,Morelle,,,,M001206
Morelle,Rules.,,117,Morelle,,,,M001206
Moulton,Armed Services.,,117,Moulton,,,,M001196
Moulton,Budget.,,117,Moulton,,,,M001196
Moulton,Transportation and Infrastructure.,,117,Moulton,,,,M001196
Mrvan,Education and Labor.,,117,Mrvan,,,,M001214
Mrvan,Veterans’ Affairs.,,117,Mrvan,,,,M001214
Mullin,Energy and Commerce.,,117,Mullin,,,,M001190
Mullin,Permanent Select Committee on Intelligence.,,117,Mullin,,,,M001190
"Murphy, Gregory F., of North Carolina",Ways and Means,,117,Murphy,Gregory,F,North Carolina,M001210
"Murphy, Stephanie N., of Florida",Armed Services.,,117,Murphy,Stephanie,N,Florida,M001202
"Murphy, Stephanie N., of Florida",Ways and Means.,,117,Murphy,Stephanie,N,Florida,M001202
"Murphy, Stephanie N., of Florida",Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Murphy,Stephanie,N,Florida,M001202
Nadler,Judiciary.,Chair,117,Nadler,,,,N000002
Napolitano,Natural Resources.,,117,Napolitano,,,,N000179
Napolitano,Transportation and Infrastructure.,,117,Napolitano,,,,N000179
Neal,Ways and Means.,Chair,117,Neal,,,,N000015
Neguse,Judiciary.,,117,Neguse,,,,N000191
Neguse,Natural Resources.,,117,Neguse,,,,N000191
Neguse,Rules.,,117,Neguse,,,,N000191
Neguse,Select Committee on the Climate Crisis.,,117,Neguse,,,,N000191
Nehls,Transportation and Infrastructure.,,117,Nehls,,,,N000026
Nehls,Veterans’ Affairs.,,117,Nehls,,,,N000026
Newhouse,Appropriations.,,117,Newhouse,,,,N000189
Newman,Small Business.,,117,Newman,,,,N000192
Newman,Transportation and Infrastructure.,,117,Newman,,,,N000192
Norcross,Armed Services.,,117,Norcross,,,,N000188
Norcross,Education and Labor.,,117,Norcross,,,,N000188
Norcross,"Science, Space, and Technology.",,117,Norcross,,,,N000188
Norman,Homeland Security.,,117,Norman,,,,N000190
Norman,Oversight and Reform.,,117,Norman,,,,N000190
Norton,Oversight and Reform.,,117,Norton,,,,N000147
Norton,Transportation and Infrastructure.,,117,Norton,,,,N000147
Obernolte,Budget.,,117,Obernolte,,,,O000019
Obernolte,Natural Resources.,,117,Obernolte,,,,O000019
Obernolte,"Science, Space, and Technology.",,117,Obernolte,,,,O000019
Ocasio-Cortez,Financial Services.,,117,Ocasio-Cortez,,,,O000172
Ocasio-Cortez,Oversight and Reform.,,117,Ocasio-Cortez,,,,O000172
Ocasio-Cortez,Select Committee on Economic Disparity and Fairness in Growth.,,117,Ocasio-Cortez,,,,O000172
O’Halleran,Agriculture.,,117,O'Halleran,,,,O000171
O’Halleran,Energy and Commerce.,,117,O'Halleran,,,,O000171
Omar,Education and Labor.,,117,Omar,,,,O000173
Omar,Foreign Affairs.,,117,Omar,,,,O000173
Owens,Education and Labor.,,117,Owens,,,,O000086
Owens,Judiciary.,,117,Owens,,,,O000086
Palazzo,Appropriations.,,117,Palazzo,,,,P000601
Pallone,Energy and Commerce.,Chair,117,Pallone,,,,P000034
Palmer,Energy and Commerce.,,117,Palmer,,,,P000609
Palmer,Select Committee on the Climate Crisis.,,117,Palmer,,,,P000609
Panetta,Agriculture.,,117,Panetta,,,,P000613
Panetta,Armed Services.,,117,Panetta,,,,P000613
Panetta,Ways and Means.,,117,Panetta,,,,P000613
Pappas,Transportation and Infrastructure.,,117,Pappas,,,,P000614
Pappas,Veterans’ Affairs.,,117,Pappas,,,,P000614
Pascrell,Ways and Means.,,117,Pascrell,,,,P000096
Payne,Homeland Security.,,117,Payne,,,,P000604
Payne,Transportation and Infrastructure.,,117,Payne,,,,P000604
Pelosi,The Speaker.,,117,Pelosi,,,,P000197
Peltola,Education and Labor.,,117,Peltola,,,,P000619
Peltola,Natural Resources.,,117,Peltola,,,,P000619
Pence,Energy and Commerce.,,117,Pence,,,,P000615
Perlmutter,Financial Services.,,117,Perlmutter,,,,P000593
Perlmutter,Rules.,,117,Perlmutter,,,,P000593
Perlmutter,"Science, Space, and Technology.",,117,Perlmutter,,,,P000593
Perlmutter,Select Committee on the Modernization of Congress.,,117,Perlmutter,,,,P000593
Perry,Foreign Affairs.,,117,Perry,,,,P000605
Perry,Transportation and Infrastructure.,,117,Perry,,,,P000605
Peters,Budget.,,117,Peters,,,,
Peters,Energy and Commerce.,,117,Peters,,,,
Peters,Small Business.,,117,Peters,,,,
Pfluger,Foreign Affairs.,,117,Pfluger,,,,P000048
Pfluger,Homeland Security.,,117,Pfluger,,,,P000048
Phillips,Ethics.,,117,Phillips,,,,P000616
Phillips,Foreign Affairs.,,117,Phillips,,,,P000616
Phillips,Small Business.,,117,Phillips,,,,P000616
Phillips,Select Committee on the Modernization of Congress.,,117,Phillips,,,,P000616
Pingree,Agriculture.,,117,Pingree,,,,P000597
Pingree,Appropriations.,,117,Pingree,,,,P000597
Plaskett,Agriculture.,,117,Plaskett,,,,P000610
Plaskett,Budget.,,117,Plaskett,,,,P000610
Plaskett,Ways and Means.,,117,Plaskett,,,,P000610
Pocan,Appropriations.,,117,Pocan,,,,P000607
Pocan,Education and Labor.,,117,Pocan,,,,P000607
Porter,Natural Resources.,,117,Porter,,,,P000618
Porter,Oversight and Reform.,,117,Porter,,,,P000618
Posey,Financial Services.,,117,Posey,,,,P000599
Posey,"Science, Space, and Technology.",,117,Posey,,,,P000599
Pressley,Financial Services.,,117,Pressley,,,,P000617
Pressley,Oversight and Reform.,,117,Pressley,,,,P000617
"Price, David E., of North Carolina",Appropriations.,,117,Price,David,E,North Carolina,P000523
"Price, David E., of North Carolina",Budget.,,117,Price,David,E,North Carolina,P000523
Quigley,Appropriations.,,117,Quigley,,,,Q000023
Quigley,Permanent Select Committee on Intelligence.,,117,Quigley,,,,Q000023
Radewagen,Natural Resources.,,117,Radewagen,,,,R000600
Radewagen,Veterans’ Affairs.,,117,Radewagen,,,,R000600
Raskin,House Administration.,,117,Raskin,,,,R000606
Raskin,Judiciary.,,117,Raskin,,,,R000606
Raskin,Oversight and Reform.,,117,Raskin,,,,R000606
Raskin,Rules.,,117,Raskin,,,,R000606
Raskin,Select Committee to Investigate the January 6th Attack on the United States Capitol.,,117,Raskin,,,,R000606
Reschenthaler,Appropriations.,,117,Reschenthaler,,,,R000610
Reschenthaler,Rules.,,117,Reschenthaler,,,,R000610
Reschenthaler,Select Committee on the Modernization of Congress.,,117,Reschenthaler,,,,R000610
"Rice, Kathleen M., of New York",Energy and Commerce.,,117,Rice,Kathleen,M,New York,R000602
"Rice, Kathleen M., of New York",Homeland Security.,,117,Rice,Kathleen,M,New York,R000602
"Rice, Tom, of South Carolina",Ways and Means.,,117,Rice,Tom,,South Carolina,R000597
"Rodgers, Cathy McMorris, of Washington",Energy and Commerce.,,117,McMorris Rodgers,Cathy,,Washington,M001159
"Rogers, Harold, of Kentucky",Appropriations.,,117,Rogers,Harold,,Kentucky,R000395
"Rogers, Mike, of Alabama",Armed Services.,,117,Rogers,Mike,,Alabama,R000575
"Rose, John W., of Tennessee",Financial Services.,,117,Rose,John,W,Tennessee,R000612
Rosendale,Natural Resources.,,117,Rosendale,,,,R000103
Rosendale,Veterans’ Affairs.,,117,Rosendale,,,,R000103
Ross,Judiciary.,,117,Ross,,,,R000305
Ross,Rules.,,117,Ross,,,,R000305
Ross,"Science, Space, and Technology.",,117,Ross,,,,R000305
Rouzer,Agriculture.,,117,Rouzer,,,,R000603
Rouzer,Transportation and Infrastructure.,,117,Rouzer,,,,R000603
Roy,Judiciary.,,117,Roy,,,,R000614
Roy,Veterans’ Affairs.,,117,Roy,,,,R000614
Roybal-Allard,Appropriations.,,117,Roybal-Allard,,,,R000486
Ruiz,Energy and Commerce.,,117,Ruiz,,,,R000599
Ruiz,Veterans’ Affairs.,,117,Ruiz,,,,R000599
Ruppersberger,Appropriations.,,117,Ruppersberger,,,,R000576
