representative,party,transaction_date,ticker,type,industry,sector,price_date_unadjusted,price_date,purchase_price,purchase_price_plus_365
Richard W. Allen,Republican,2/10/2021,PYPL,purchase,Business Services,Miscellaneous,2/10/2022,2/10/2022,283.1799927,119.0199966
Richard W. Allen,Republican,2/18/2021,SSB,purchase,Major Banks,Finance,2/18/2022,2/18/2022,79.98999786,87.80000305
Richard W. Allen,Republican,2/10/2021,SSB,purchase,Major Banks,Finance,2/10/2022,2/10/2022,79.90000153,87.61000061
Richard W. Allen,Republican,2/26/2021,SBUX,purchase,Restaurants,Consumer Services,2/26/2022,2/28/2022,108.0299988,91.79000092
Richard W. Allen,Republican,2/10/2021,VZ,sale_full,Telecommunications Equipment,Public Utilities,2/10/2022,2/10/2022,54.95999908,53.04000092
Anthony E. Gonzalez,Republican,2/1/2021,CHTR,purchase,Television Services,Consumer Services,2/1/2022,2/1/2022,599.0200195,596.8900146
Austin Scott,Republican,1/14/2021,FCEL,sale_full,Electric Utilities: Central,Utilities,1/14/2022,1/14/2022,17.60000038,4.829999924
Austin Scott,Republican,1/26/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,1/26/2022,1/26/2022,170.4799957,168.3800049
Austin Scott,Republican,1/14/2021,PLUG,sale_full,Industrial Machinery/Components,Energy,1/14/2022,1/14/2022,66.54000092,23.44000053
Mark E. Green,Republican,3/3/2022,ET,purchase,Natural Gas Distribution,Public Utilities,3/3/2023,3/3/2023,10.36999989,13.05000019
Mark E. Green,Republican,3/2/2022,ET,purchase,Natural Gas Distribution,Public Utilities,3/2/2023,3/2/2023,10.48999977,12.94999981
Mark E. Green,Republican,3/2/2022,ENLC,sale_full,,,3/2/2023,3/2/2023,9.43999958,11.34000015
Billy Long,Republican,2/24/2022,AAPL,purchase,Computer Manufacturing,Technology,2/24/2023,2/24/2023,162.7400055,146.7100067
Lois Frankel,Democrat,6/9/2021,CI,purchase,Medical Specialities,Health Care,6/9/2022,6/9/2022,242.0099945,257.5799866
Lois Frankel,Democrat,5/19/2021,CMCSA,purchase,Television Services,Consumer Services,5/19/2022,5/19/2022,54.24000168,42.02000046
Lois Frankel,Democrat,5/26/2021,PGR,purchase,Property-Casualty Insurers,Finance,5/26/2022,5/26/2022,98.40000153,116.8099976
Lois Frankel,Democrat,6/2/2021,PGR,purchase,Property-Casualty Insurers,Finance,6/2/2022,6/2/2022,100.4700012,119.3799973
Lois Frankel,Democrat,5/27/2021,PGR,purchase,Property-Casualty Insurers,Finance,5/27/2022,5/27/2022,99.15000153,120.3399963
Lois Frankel,Democrat,5/27/2021,USB,sale_partial,Major Banks,Finance,5/27/2022,5/27/2022,60.74000168,52.5
Lois Frankel,Democrat,6/2/2021,USB,sale_full,Major Banks,Finance,6/2/2022,6/2/2022,60.66999817,52.18000031
Lois Frankel,Democrat,5/26/2021,USB,sale_partial,Major Banks,Finance,5/26/2022,5/26/2022,59.72999954,52.13999939
Lois Frankel,Democrat,5/19/2021,USB,sale_partial,Major Banks,Finance,5/19/2022,5/19/2022,60.06999969,49.24000168
Austin Scott,Republican,6/8/2021,CLNE,purchase,Natural Gas Distribution,Utilities,6/8/2022,6/8/2022,9.899999619,5.730000019
Austin Scott,Republican,6/14/2021,CLNE,sale_full,Natural Gas Distribution,Utilities,6/14/2022,6/14/2022,11.17000008,4.789999962
Austin Scott,Republican,6/21/2021,CLNE,purchase,Natural Gas Distribution,Utilities,6/21/2022,6/21/2022,11.23999977,5
Austin Scott,Republican,5/25/2021,NVVE,purchase,Oil Refining/Marketing,Energy,5/25/2022,5/25/2022,3912,2632
Austin Scott,Republican,6/14/2021,NVVE,sale_full,Oil Refining/Marketing,Energy,6/14/2022,6/14/2022,5264,2180
Lloyd Doggett,Democrat,5/18/2021,PG,purchase,Package Goods/Cosmetics,Basic Industries,5/18/2022,5/18/2022,136.3200073,145.0399933
Virginia Foxx,Republican,11/11/2021,AM,purchase,Natural Gas Distribution,Public Utilities,11/11/2022,11/11/2022,10.80000019,11.18000031
Virginia Foxx,Republican,11/2/2021,T,purchase,Telecommunications Equipment,Public Utilities,11/2/2022,11/2/2022,19.05589104,18.43000031
Virginia Foxx,Republican,11/4/2021,T,purchase,Telecommunications Equipment,Public Utilities,11/4/2022,11/4/2022,18.73111725,18.31999969
Virginia Foxx,Republican,11/26/2021,BXMT,purchase,Real Estate Investment Trusts,Real Estate,11/26/2022,11/28/2022,30.89999962,24.70999908
Virginia Foxx,Republican,11/19/2021,EPD,purchase,Natural Gas Distribution,Public Utilities,11/19/2022,11/21/2022,21.70000076,24.70999908
Virginia Foxx,Republican,11/15/2021,EPD,purchase,Natural Gas Distribution,Public Utilities,11/15/2022,11/15/2022,22.92000008,24.88999939
Virginia Foxx,Republican,11/19/2021,ILPT,purchase,Real Estate Investment Trusts,Real Estate,11/19/2022,11/21/2022,23.26000023,3.589999914
Virginia Foxx,Republican,11/8/2021,NHI,purchase,Real Estate Investment Trusts,Real Estate,11/8/2022,11/8/2022,54.40000153,54.40999985
Virginia Foxx,Republican,11/30/2021,PBA,purchase,Oil & Gas Production,Energy,11/30/2022,11/30/2022,29.64999962,36.47999954
Virginia Foxx,Republican,11/23/2021,PM,purchase,Farming/Seeds/Milling,Consumer Non-Durables,11/23/2022,11/23/2022,89.65000153,98.11000061
Virginia Foxx,Republican,11/26/2021,PAA,purchase,Natural Gas Distribution,Energy,11/26/2022,11/28/2022,9.899999619,12.10999966
Virginia Foxx,Republican,11/15/2021,PAA,purchase,Natural Gas Distribution,Energy,11/15/2022,11/15/2022,10.59000015,12.31000042
Blake Moore,Republican,11/19/2021,BABA,purchase,Business Services,Miscellaneous,11/19/2022,11/21/2022,140.3399963,76.93000031
Peter Welch,Democrat,11/3/2021,WFC,sale_full,Major Banks,Finance,11/3/2022,11/3/2022,52,45.54000092
Lois Frankel,Democrat,7/28/2022,ARE,purchase,Real Estate Investment Trusts,Consumer Services,7/28/2023,7/28/2023,163.1999969,126.5100021
Lois Frankel,Democrat,7/22/2022,ADI,sale_partial,Semiconductors,Technology,7/22/2023,7/24/2023,163.2700043,192.3699951
Lois Frankel,Democrat,7/28/2022,BURL,sale_full,,,7/28/2023,7/28/2023,144.1199951,177.6600037
Lois Frankel,Democrat,7/22/2022,CBOE,sale_partial,,,7/22/2023,7/24/2023,123.7300034,142.3099976
Lois Frankel,Democrat,8/10/2022,CL,sale_partial,Package Goods/Cosmetics,Consumer Non-Durables,8/10/2023,8/10/2023,80.33999634,76.27999878
Lois Frankel,Democrat,7/21/2022,CL,sale_partial,Package Goods/Cosmetics,Consumer Non-Durables,7/21/2023,7/21/2023,76.16000366,77.19000244
Lois Frankel,Democrat,7/20/2022,COP,purchase,Integrated oil Companies,Energy,7/20/2023,7/20/2023,90.70999908,111.6900024
Lois Frankel,Democrat,8/3/2022,GD,purchase,Marine Transportation,Capital Goods,8/3/2023,8/3/2023,230.6699982,225.6300049
Lois Frankel,Democrat,7/20/2022,GD,purchase,Marine Transportation,Capital Goods,7/20/2023,7/20/2023,216.7200012,216.0800018
Lois Frankel,Democrat,7/27/2022,GXO,sale_full,,,7/27/2023,7/27/2023,44.59000015,65.83000183
Lois Frankel,Democrat,7/22/2022,HUBB,sale_partial,Industrial Machinery/Components,Technology,7/22/2023,7/24/2023,193.6900024,333.7799988
Lois Frankel,Democrat,7/19/2022,HPP,sale_partial,Real Estate Investment Trusts,Real Estate,7/19/2023,7/19/2023,14.72000027,5.769999981
Lois Frankel,Democrat,7/25/2022,LKQ,purchase,Automotive Aftermarket,Consumer Discretionary,7/25/2023,7/25/2023,53.25,57.22999954
Lois Frankel,Democrat,8/3/2022,NOC,sale_partial,Industrial Machinery/Components,Capital Goods,8/3/2023,8/3/2023,481.75,442.6099854
Lois Frankel,Democrat,8/10/2022,TGT,purchase,Department/Specialty Retail Stores,Consumer Services,8/10/2023,8/10/2023,169.6699982,130.9199982
Lois Frankel,Democrat,7/20/2022,TT,sale_partial,Auto Parts:O.E.M.,Capital Goods,7/20/2023,7/20/2023,133.1499939,195.6199951
Lois Frankel,Democrat,7/22/2022,TT,purchase,Auto Parts:O.E.M.,Capital Goods,7/22/2023,7/24/2023,139.2200012,194.4700012
Lois Frankel,Democrat,7/28/2022,ZBH,sale_full,Industrial Specialties,Health Care,7/28/2023,7/28/2023,110.7799988,139.3399963
Marie Newman,Democrat,9/14/2021,COIN,purchase,EDP Services,Technology,9/14/2022,9/14/2022,243,78.69999695
Marie Newman,Democrat,9/17/2021,MET,sale_full,Life Insurance,Finance,9/17/2022,9/19/2022,61.72000122,66.27999878
Marie Newman,Democrat,9/7/2021,MET,purchase,Life Insurance,Finance,9/7/2022,9/7/2022,60.88000107,66.16999817
Marie Newman,Democrat,9/7/2021,MET,purchase,Life Insurance,Finance,9/7/2022,9/7/2022,60.88000107,66.16999817
Marie Newman,Democrat,9/8/2021,PTON,purchase,Recreational Products/Toys,Consumer Non-Durables,9/8/2022,9/8/2022,97.5,9.100000381
Marie Newman,Democrat,9/10/2021,PTON,sale_full,Recreational Products/Toys,Consumer Non-Durables,9/10/2022,9/12/2022,114.3899994,11.05000019
Marie Newman,Democrat,9/7/2021,R,purchase,Rental/Leasing Companies,Consumer Discretionary,9/7/2022,9/7/2022,80.08000183,74.58000183
Marie Newman,Democrat,9/7/2021,ZM,purchase,"Computer Software: Programming, Data Processing",Technology,9/7/2022,9/7/2022,299.9599915,81.01999664
Victoria Spartz,Republican,10/5/2021,SPG,purchase,Real Estate Investment Trusts,Consumer Services,10/5/2022,10/5/2022,131.3899994,95.76999664
Kurt Schrader,Democrat,9/1/2021,SE,sale_full,Other Consumer Services,Consumer Services,9/1/2022,9/1/2022,340.0799866,61.31999969
Kurt Schrader,Democrat,9/1/2021,HD,sale_full,RETAIL: Building Materials,Consumer Services,9/1/2022,9/1/2022,323.6400146,293.3699951
Kurt Schrader,Democrat,9/1/2021,AON,sale_full,Specialty Insurers,Finance,9/1/2022,9/1/2022,288.3900146,280.7799988
Kurt Schrader,Democrat,9/1/2021,PYPL,sale_full,Business Services,Miscellaneous,9/1/2022,9/1/2022,286.75,92.66000366
Kurt Schrader,Democrat,9/2/2021,T,sale_full,Telecommunications Equipment,Public Utilities,9/2/2022,9/2/2022,20.87613297,17.19000053
Kurt Schrader,Democrat,9/22/2021,SLV,sale_full,,,9/22/2022,9/22/2022,20.98999977,18.09000015
Kurt Schrader,Democrat,9/22/2021,JPM,sale_full,Major Banks,Finance,9/22/2022,9/22/2022,155.9100037,111.2099991
Kurt Schrader,Democrat,9/22/2021,BAFWX,sale_full,,,9/22/2022,9/22/2022,49.18999863,34.72000122
Kurt Schrader,Democrat,9/22/2021,TRGIX,purchase,,,9/22/2022,9/22/2022,19.67000008,13.52000046
Kurt Schrader,Democrat,9/14/2021,SLV,purchase,,,9/14/2022,9/14/2022,22.10000038,18
Kurt Schrader,Democrat,9/14/2021,NULC,purchase,,,9/14/2022,9/14/2022,41.73099899,33.20299911
Kurt Schrader,Democrat,9/14/2021,JPM,purchase,Major Banks,Finance,9/14/2022,9/14/2022,157.0700073,116.1200027
Kurt Schrader,Democrat,9/14/2021,BAFWX,purchase,,,9/14/2022,9/14/2022,49.22999954,37.66999817
Kurt Schrader,Democrat,9/13/2021,UHG,purchase,,,9/13/2022,9/13/2022,9.710000038,9.869999886
Kurt Schrader,Democrat,9/13/2021,ETN,sale_full,Industrial Machinery/Components,Technology,9/13/2022,9/13/2022,158.2700043,142.5099945
Kurt Schrader,Democrat,9/13/2021,EMR,sale_full,Consumer Electronics/Appliances,Energy,9/13/2022,9/13/2022,99.16000366,82.48999786
Kurt Schrader,Democrat,9/13/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,9/13/2022,9/13/2022,296.9899902,251.9900055
Kurt Schrader,Democrat,9/7/2021,NULC,sale_full,,,9/7/2022,9/7/2022,42.34700012,33.40200043
Kurt Schrader,Democrat,9/7/2021,SLV,sale_full,,,9/7/2022,9/7/2022,22.51000023,17
Kurt Schrader,Democrat,9/7/2021,BAFWX,sale_full,,,9/7/2022,9/7/2022,49.72999954,37.91999817
Michael C. Burgess,Republican,3/21/2022,SYK,sale_partial,Medical/Dental Instruments,Health Care,3/21/2023,3/21/2023,265.7900085,278.1199951
Michael C. Burgess,Republican,4/18/2022,SYK,sale_partial,Medical/Dental Instruments,Health Care,4/18/2023,4/18/2023,258.9599915,290.9200134
Michael C. Burgess,Republican,4/18/2022,SYK,sale_partial,Medical/Dental Instruments,Health Care,4/18/2023,4/18/2023,258.9599915,290.9200134
"Donald S. Beyer, Jr.",Democrat,2/8/2021,AAIGF,purchase,,,2/8/2022,2/8/2022,13.05000019,11.09000015
"Donald S. Beyer, Jr.",Democrat,2/19/2021,EL,sale_full,Package Goods/Cosmetics,Consumer Non-Durables,2/19/2022,2/22/2022,285.1600037,295.6799927
"Donald S. Beyer, Jr.",Democrat,2/26/2021,FVRR,sale_full,,,2/26/2022,2/28/2022,269.9700012,78.91000366
"Donald S. Beyer, Jr.",Democrat,2/8/2021,GS,purchase,Investment Bankers/Brokers/Service,Finance,2/8/2022,2/8/2022,300.1499939,370.1000061
"Donald S. Beyer, Jr.",Democrat,2/4/2021,KAI,purchase,Industrial Machinery/Components,Technology,2/4/2022,2/4/2022,147.7599945,204.0599976
"Donald S. Beyer, Jr.",Democrat,2/4/2021,NVDA,sale_full,Semiconductors,Technology,2/4/2022,2/4/2022,13.66425037,24.31900024
"Donald S. Beyer, Jr.",Democrat,2/5/2021,TJX,sale_full,Clothing/Shoe/Accessory Stores,Consumer Services,2/5/2022,2/7/2022,68.33000183,69.34999847
Deborah K. Ross,Democrat,1/4/2021,XLB,purchase,,,1/4/2022,1/4/2022,71.69999695,90.52999878
Deborah K. Ross,Democrat,1/4/2021,ORCL,purchase,Computer Software: Prepackaged Software,Technology,1/4/2022,1/4/2022,63.75,88.83999634
Deborah K. Ross,Democrat,1/4/2021,SPY,purchase,,,1/4/2022,1/4/2022,368.7900085,477.5499878
Deborah K. Ross,Democrat,1/4/2021,XLF,purchase,,,1/4/2022,1/4/2022,29.07999992,40.56999969
Earl Blumenauer,Democrat,9/27/2021,CVS,purchase,Medical/Nursing Services,Health Care,9/27/2022,9/27/2022,85.73999786,97.20999908
Earl Blumenauer,Democrat,9/15/2021,BROS,purchase,,,9/15/2022,9/15/2022,36.68000031,35.33000183
Earl Blumenauer,Democrat,9/15/2021,BROS,purchase,,,9/15/2022,9/15/2022,36.68000031,35.33000183
Earl Blumenauer,Democrat,9/10/2021,DE,sale_full,Industrial Machinery/Components,Capital Goods,9/10/2022,9/12/2022,363.0700073,374.0299988
Earl Blumenauer,Democrat,9/24/2021,LW,purchase,,,9/24/2022,9/26/2022,60.79000092,77.66999817
Earl Blumenauer,Democrat,9/27/2021,UHG,purchase,,,9/27/2022,9/27/2022,9.710000038,9.869999886
Susie Lee,Democrat,9/24/2021,BAH,purchase,Professional Services,Consumer Services,9/24/2022,9/26/2022,79.13999939,92.69000244
Susie Lee,Democrat,9/24/2021,CARR,sale_full,,,9/24/2022,9/26/2022,53.11999893,35.27999878
Susie Lee,Democrat,9/24/2021,ESI,purchase,Industrial Specialties,Industrials,9/24/2022,9/26/2022,22.04999924,16.76000023
Susie Lee,Democrat,9/24/2021,LDOS,sale_full,EDP Services,Technology,9/24/2022,9/26/2022,94.75,88.38999939
Susie Lee,Democrat,9/24/2021,FOUR,purchase,EDP Services,Technology,9/24/2022,9/26/2022,86.81999969,42.09000015
David B. McKinley,Republican,9/16/2021,AVGO,purchase,Semiconductors,Technology,9/16/2022,9/16/2022,50.73500061,50.25
David B. McKinley,Republican,9/16/2021,AVGO,purchase,Semiconductors,Technology,9/16/2022,9/16/2022,50.73500061,50.25
David B. McKinley,Republican,9/16/2021,RPM,sale_full,Paints/Coatings,Basic Industries,9/16/2022,9/16/2022,79.58999634,88.30999756
David B. McKinley,Republican,9/16/2021,RPM,sale_full,Paints/Coatings,Basic Industries,9/16/2022,9/16/2022,79.58999634,88.30999756
James R. Langevin,Democrat,10/3/2022,ABNB,sale_full,Hotels/Resorts,Consumer Discretionary,10/3/2023,10/3/2023,105,127.7300034
James R. Langevin,Democrat,10/13/2022,ABNB,sale_full,Hotels/Resorts,Consumer Discretionary,10/13/2023,10/13/2023,112.6500015,124.0800018
James R. Langevin,Democrat,10/21/2022,ABNB,sale_full,Hotels/Resorts,Consumer Discretionary,10/21/2023,10/23/2023,119.9499969,120.3899994
James R. Langevin,Democrat,10/27/2022,ABNB,purchase,Hotels/Resorts,Consumer Discretionary,10/27/2023,10/27/2023,112.0599976,114.0899963
James R. Langevin,Democrat,10/28/2022,ABNB,purchase,Hotels/Resorts,Consumer Discretionary,10/28/2023,10/30/2023,115.2099991,116.9499969
James R. Langevin,Democrat,10/28/2022,SQ,sale_full,Computer Software: Prepackaged Software,Technology,10/28/2023,10/30/2023,61.29000092,39.22000122
James R. Langevin,Democrat,10/20/2022,SQ,sale_full,Computer Software: Prepackaged Software,Technology,10/20/2023,10/20/2023,55.18000031,43.97999954
James R. Langevin,Democrat,10/20/2022,DASH,sale_full,,,10/20/2023,10/20/2023,45.52999878,73.06999969
James R. Langevin,Democrat,10/20/2022,GNRC,sale_partial,Metal Fabrications,Consumer Durables,10/20/2023,10/20/2023,109.9000015,88.37999725
James R. Langevin,Democrat,10/3/2022,GNRC,sale_full,Metal Fabrications,Consumer Durables,10/3/2023,10/3/2023,177.3800049,103.1500015
James R. Langevin,Democrat,10/17/2022,PYPL,sale_full,Business Services,Miscellaneous,10/17/2023,10/17/2023,84.66000366,57.15999985
Earl Blumenauer,Democrat,5/14/2021,NWN,purchase,Oil/Gas Transmission,Public Utilities,5/14/2022,5/16/2022,54.66999817,50.77999878
Aston Donald McEachin,Democrat,12/17/2021,RIVN,purchase,Auto Manufacturing,Consumer Discretionary,12/17/2022,12/19/2022,97.69999695,22.03000069
Peter Welch,Democrat,11/18/2021,ADSK,sale_full,Computer Software: Prepackaged Software,Technology,11/18/2022,11/18/2022,322.1799927,210.3699951
Peter Welch,Democrat,11/18/2021,CHD,sale_full,Package Goods/Cosmetics,Basic Industries,11/18/2022,11/18/2022,91.22000122,76.41999817
Peter Welch,Democrat,11/18/2021,CSCO,sale_full,Computer Communications Equipment,Technology,11/18/2022,11/18/2022,53.63000107,47.79000092
Peter Welch,Democrat,11/18/2021,GE,sale_partial,Consumer Electronics/Appliances,Energy,11/18/2022,11/18/2022,62.71910858,53.25548172
Peter Welch,Democrat,11/26/2021,GE,sale_full,Consumer Electronics/Appliances,Energy,11/26/2022,11/28/2022,60.95597076,53.24925232
Peter Welch,Democrat,11/26/2021,IBM,sale_full,Computer Manufacturing,Technology,11/26/2022,11/28/2022,115.8099976,146.1799927
Peter Welch,Democrat,11/18/2021,KUBTY,sale_full,,,11/18/2022,11/18/2022,102.6200027,73.05999756
Peter Welch,Democrat,11/18/2021,KYOCF,sale_full,,,11/18/2022,11/18/2022,15.20250034,12.20750046
Peter Welch,Democrat,11/18/2021,MITK,sale_full,Computer Software: Prepackaged Software,Technology,11/18/2022,11/18/2022,17.92000008,10.43999958
Peter Welch,Democrat,11/18/2021,PYPL,sale_full,Business Services,Miscellaneous,11/18/2022,11/18/2022,200.5,84.91999817
Peter Welch,Democrat,11/18/2021,QCOM,sale_full,Radio And Television Broadcasting And Communications Equipment,Technology,11/18/2022,11/18/2022,186.3200073,123.8499985
Peter Welch,Democrat,11/18/2021,TNC,sale_full,Industrial Machinery/Components,Industrials,11/18/2022,11/18/2022,82.54000092,63.93000031
Peter Welch,Democrat,11/18/2021,USB,sale_full,Major Banks,Finance,11/18/2022,11/18/2022,58.65000153,43.38000107
Peter Welch,Democrat,11/26/2021,UNP,sale_full,Railroads,Transportation,11/26/2022,11/28/2022,239.7899933,208.5200043
Peter Welch,Democrat,11/18/2021,VAIAF,sale_full,,,11/18/2022,11/18/2022,60.15499878,36.27000046
Bob Gibbs,Republican,11/9/2021,XOM,purchase,Integrated oil Companies,Energy,11/9/2022,11/9/2022,66.36000061,108.9000015
Bob Gibbs,Republican,11/9/2021,NEO,sale_full,Precision Instruments,Health Care,11/9/2022,11/9/2022,43.38999939,8.739999771
Josh Gottheimer,Democrat,3/5/2021,ADDYY,sale_full,,,3/5/2022,3/7/2022,163.4799957,94.63999939
Josh Gottheimer,Democrat,3/16/2021,ABNB,sale_full,Hotels/Resorts,Consumer Discretionary,3/16/2022,3/16/2022,200.0099945,155.75
Josh Gottheimer,Democrat,3/15/2021,ALGN,purchase,Industrial Specialties,Health Care,3/15/2022,3/15/2022,558.8499756,390.730011
Josh Gottheimer,Democrat,3/8/2021,ALGT,sale_partial,Air Freight/Delivery Services,Consumer Discretionary,3/8/2022,3/8/2022,258.1700134,137.0500031
Josh Gottheimer,Democrat,3/16/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,3/16/2022,3/16/2022,104.6259995,133.690506
Josh Gottheimer,Democrat,3/22/2021,AAPL,sale_partial,Computer Manufacturing,Technology,3/22/2022,3/22/2022,123.3899994,168.8200073
Josh Gottheimer,Democrat,3/15/2021,AAPL,sale_partial,Computer Manufacturing,Technology,3/15/2022,3/15/2022,123.9899979,155.0899963
Josh Gottheimer,Democrat,3/15/2021,ASML,sale_partial,Industrial Machinery/Components,Technology,3/15/2022,3/15/2022,547.1900024,596.7000122
Josh Gottheimer,Democrat,3/22/2021,ASML,sale_partial,Industrial Machinery/Components,Technology,3/22/2022,3/22/2022,575.9899902,688.7399902
Josh Gottheimer,Democrat,3/5/2021,BHP,purchase,Precious Metals,Basic Industries,3/5/2022,3/7/2022,68.12667084,64.58518982
Josh Gottheimer,Democrat,3/8/2021,BHP,purchase,Precious Metals,Basic Industries,3/8/2022,3/8/2022,67.60927582,62.06066132
