Symbol,Name,Country,IPO Year,Volume,Sector,Industry
IBCP,Independent Bank Corporation Common Stock,United States,,53142,Finance,Major Banks
IBEX,IBEX Limited Common Shares,Bermuda,2020,41813,Technology,EDP Services
IBG,Innovation Beverage Group Limited Ordinary Shares,Australia,2024,162730,Consumer Staples,Beverages (Production/Distribution)
IBIO,iBio Inc. Common Stock,United States,,139891,Health Care,Biotechnology: Pharmaceutical Preparations
IBKR,Interactive Brokers Group Inc. Class A Common Stock,United States,2019,576672,Finance,Investment Bankers/Brokers/Service
IBM,International Business Machines Corporation Common Stock,United States,,2639799,Technology,Computer Manufacturing
IBN,ICICI Bank Limited Common Stock,India,,3612829,Finance,Commercial Banks
IBO,Impact BioMedical Inc. Common Stock,,2024,12145,Health Care,Biotechnology: Pharmaceutical Preparations
IBOC,International Bancshares Corporation Common Stock,United States,,129047,Finance,Major Banks
IBP,Installed Building Products Inc. Common Stock,United States,2014,111695,Consumer Discretionary,Homebuilding
IBRX,ImmunityBio Inc. Common Stock,United States,2015,1785371,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IBTA,Ibotta Inc. Class A Common Stock,United States,2024,315858,Consumer Discretionary,Advertising
IBTX,Independent Bank Group Inc Common Stock,United States,2013,154075,Finance,Major Banks
ICAD,iCAD Inc. Common Stock,United States,,631204,Health Care,Medical/Dental Instruments
ICCC,ImmuCell Corporation Common Stock,United States,1987,17047,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICCH,ICC Holdings Inc. Common Stock,United States,2017,455,Finance,Property-Casualty Insurers
ICCM,IceCure Medical Ltd. Ordinary Shares,Israel,,195800,Health Care,Medical/Dental Instruments
ICCT,iCoreConnect Inc. Common stock,United States,,812097,Technology,Computer Software: Prepackaged Software
ICE,Intercontinental Exchange Inc. Common Stock,United States,2005,1439078,Finance,Investment Bankers/Brokers/Service
ICFI,ICF International Inc. Common Stock,United States,2006,169817,Consumer Discretionary,Professional Services
ICG,Intchains Group Limited American Depositary Shares,China,2023,12457,Technology,Semiconductors
ICHR,Ichor Holdings Ordinary Shares,United States,2016,177179,Technology,Semiconductors
ICL,ICL Group Ltd. Ordinary Shares,Israel,2014,401797,Industrials,Agricultural Chemicals
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Hong Kong,2017,170621,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc Ordinary Shares,Ireland,1998,311199,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICMB,Investcorp Credit Management BDC Inc. Common Stock,United States,2014,19003,Finance,Finance: Consumer Services
ICON,Icon Energy Corp. Common stock,Greece,2024,26044,Consumer Discretionary,Marine Transportation
ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock,,,493,,
ICU,SeaStar Medical Holding Corporation Common Stock,United States,2021,112913,Health Care,Medical/Dental Instruments
ICUCW,SeaStar Medical Holding Corporation Warrant,United States,2021,4714,Health Care,Medical/Dental Instruments
ICUI,ICU Medical Inc. Common Stock,United States,1992,159148,Health Care,Medical/Dental Instruments
IDA,IDACORP Inc. Common Stock,United States,,130152,Utilities,Electric Utilities: Central
IDAI,T Stamp Inc. Class A Common Stock,United States,,19839307,Technology,Computer Software: Prepackaged Software
IDCC,InterDigital Inc. Common Stock,United States,,168271,Miscellaneous,Multi-Sector Companies
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,United States,2010,33860,Finance,Finance/Investors Services
IDN,Intellicheck Inc. Common Stock,United States,1999,36709,Technology,Computer Software: Prepackaged Software
IDR,Idaho Strategic Resources Inc. Common Stock,,2022,131734,Basic Materials,Precious Metals
IDT,IDT Corporation Class B Common Stock,United States,,52147,Telecommunications,Telecommunications Equipment
IDXX,IDEXX Laboratories Inc. Common Stock,United States,1991,302887,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,United States,2019,402163,Health Care,Biotechnology: Pharmaceutical Preparations
IE,Ivanhoe Electric Inc. Common Stock,Canada,2022,281425,Basic Materials,Metal Mining
IEP,Icahn Enterprises L.P. Common Stock,United States,,449035,Consumer Discretionary,Auto Parts:O.E.M.
IESC,IES Holdings Inc. Common Stock,United States,,136603,Industrials,Engineering & Construction
IEX,IDEX Corporation Common Stock,United States,1989,268771,Industrials,Fluid Controls
IFBD,Infobird Co. Ltd Ordinary Shares,China,2021,1060055,Technology,Computer Software: Prepackaged Software
IFF,International Flavors & Fragrances Inc. Common Stock,United States,,806479,Industrials,Major Chemicals
IFN,India Fund Inc. (The) Common Stock,United States,,103899,Finance,Finance/Investors Services
IFRX,InflaRx N.V. Common Stock,Germany,2017,187110,Health Care,Biotechnology: Pharmaceutical Preparations
IFS,Intercorp Financial Services Inc. Common Shares,,2019,38589,Finance,Commercial Banks
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,United States,2005,16271,Finance,Investment Managers
IGC,IGC Pharma Inc. Common Stock,United States,,673293,Health Care,Biotechnology: Pharmaceutical Preparations
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,United States,2005,117324,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,United States,2009,20711,Finance,Investment Managers
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Jordan,2018,60466,Finance,Property-Casualty Insurers
IGMS,IGM Biosciences Inc. Common Stock,United States,2019,68189,Health Care,Biotechnology: Pharmaceutical Preparations
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,United States,2004,489840,Finance,Finance Companies
IGT,International Game Technology Ordinary Shares,United States,2015,387567,Consumer Discretionary,Services-Misc. Amusement & Recreation
IGTA,Inception Growth Acquisition Limited Common Stock,United States,2022,33213,Finance,Blank Checks
IGTAU,Inception Growth Acquisition Limited Unit,United States,2021,495,Finance,Blank Checks
IGTAW,Inception Growth Acquisition Limited Warrants,United States,2022,300,Finance,Blank Checks
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,United States,2020,3965,Real Estate,Other Consumer Services
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,United States,2011,40045,Finance,Investment Managers
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),United Kingdom,,82697,Consumer Discretionary,Hotels/Resorts
IHRT,iHeartMedia Inc. Class A Common Stock,United States,,491429,Consumer Discretionary,Broadcasting
IHS,IHS Holding Limited Ordinary Shares,Cayman Islands,2021,181214,Telecommunications,Telecommunications Equipment
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,United States,1999,611,Finance,Investment Bankers/Brokers/Service
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,United States,1994,58956,Finance,Trusts Except Educational Religious and Charitable
III,Information Services Group Inc. Common Stock,United States,,72797,Consumer Discretionary,Professional Services
IIIN,Insteel Industries Inc. Common Stock,United States,,77779,Industrials,Steel/Iron Ore
IIIV,i3 Verticals Inc. Class A Common Stock,United States,2018,144976,Consumer Discretionary,Business Services
IIM,Invesco Value Municipal Income Trust Common Stock,United States,,206751,Finance,Investment Managers
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Israel,2021,43371,Health Care,Medical/Dental Instruments
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,Israel,2021,302,Health Care,Medical/Dental Instruments
IIPR,Innovative Industrial Properties Inc. Common Stock,United States,2016,105049,Finance,Real Estate
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,United States,,6,,
IKNA,Ikena Oncology Inc. Common Stock,United States,2021,44045,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IKT,Inhibikase Therapeutics Inc. Common Stock,United States,2020,178157,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,Hong Kong,2022,29188,Consumer Discretionary,Office Equipment/Supplies/Services
ILLR,Triller Group Inc. Common Stock,United States,2019,332585,Finance,Investment Managers
ILLRW,Triller Group Inc. Warrant,United States,2019,21401,Finance,Investment Managers
ILMN,Illumina Inc. Common Stock,United States,2000,757822,Health Care,Medical Specialities
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,United States,2018,191683,Real Estate,Real Estate Investment Trusts
IMAB,I-MAB American Depositary Shares,China,2020,103883,Health Care,Biotechnology: Pharmaceutical Preparations
IMAX,Imax Corporation Common Stock,Canada,,613016,Consumer Discretionary,Industrial Machinery/Components
IMCC,IM Cannabis Corp. Common Shares,Canada,,928212,Health Care, Medicinal Chemicals and Botanical Products 
IMCR,Immunocore Holdings plc American Depositary Shares,United Kingdom,2021,146601,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMG,CIMG Inc. Common Stock,United States,,1467982,Consumer Discretionary,Other Specialty Stores
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,1987,57126,Consumer Staples,Food Chains
IMMP,Immutep Limited American Depositary Shares,Australia,,83659,Health Care,Biotechnology: Pharmaceutical Preparations
IMMR,Immersion Corporation Common Stock,United States,1999,304489,Technology,Computer peripheral equipment
IMMX,Immix Biopharma Inc. Common Stock,United States,2021,368014,Health Care,Biotechnology: Pharmaceutical Preparations
IMNM,Immunome Inc. Common Stock,United States,2020,438802,Health Care,Biotechnology: Pharmaceutical Preparations
IMNN,Imunon Inc. Common Stock,United States,,52619,Health Care,Biotechnology: Pharmaceutical Preparations
IMO,Imperial Oil Limited Common Stock,Canada,1929,169126,Energy,Integrated oil Companies
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Taiwan,,3482,Technology,Semiconductors
IMPP,Imperial Petroleum Inc. Common Shares,Greece,,245267,Consumer Discretionary,Marine Transportation
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Greece,,508,Consumer Discretionary,Marine Transportation
IMRN,Immuron Limited American Depositary Shares,Australia,2017,1074,Health Care,Biotechnology: Pharmaceutical Preparations
IMRX,Immuneering Corporation Class A Common Stock,United States,2021,400767,Health Care,Biotechnology: Pharmaceutical Preparations
IMTE,Integrated Media Technology Limited Ordinary Shares,Australia,,12096,Consumer Staples,Consumer Electronics/Appliances
IMTX,Immatics N.V. Ordinary Shares,Germany,,272313,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Immatics N.V. Warrants,Germany,,656,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,United States,2014,589109,Health Care,Biotechnology: Pharmaceutical Preparations
IMVT,Immunovant Inc. Common Stock,United States,2019,382904,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,International Money Express Inc. Common Stock,United States,2017,86207,Consumer Discretionary,Business Services
INAB,IN8bio Inc. Common Stock,United States,2021,120283,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INAQ,Insight Acquisition Corp. Class A Common Stock,United States,,766,Finance,Blank Checks
INAQU,Insight Acquisition Corp. Units,United States,,95,Finance,Blank Checks
INAQW,Insight Acquisition Corp. Warrant,United States,,5316,Finance,Blank Checks
INBK,First Internet Bancorp Common Stock,United States,,14851,Finance,Major Banks
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,United States,,367,Finance,Major Banks
INBS,Intelligent Bio Solutions Inc. Common Stock,United States,2020,101067,Health Care,Medical/Dental Instruments
INBX,Inhibrx Biosciences Inc. Common Stock,United States,,60969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INCR,Intercure Ltd. Ordinary Shares,Israel,,12412,Health Care,Biotechnology: Pharmaceutical Preparations
INCY,Incyte Corp. Common Stock,United States,,797433,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,United States,,111824,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,United States,,1405078,Technology,Semiconductors
INDO,Indonesia Energy Corporation Limited Ordinary Shares,,2019,247298,Energy,Oil & Gas Production
INDP,Indaptus Therapeutics Inc. Common Stock,United States,,6450,Health Care,Biotechnology: Pharmaceutical Preparations
INDV,Indivior PLC Ordinary Shares,United Kingdom,,298600,Health Care,Biotechnology: Pharmaceutical Preparations
INFA,Informatica Inc. Class A Common Stock,United States,2021,971735,Technology,Computer Software: Prepackaged Software
INFN,Infinera Corporation Common Stock,United States,2007,372059,Utilities,Telecommunications Equipment
INFU,InfuSystems Holdings Inc. Common Stock,United States,,30259,Health Care,Medical/Dental Instruments
INFY,Infosys Limited American Depositary Shares,India,,5620813,Technology,EDP Services
ING,ING Group N.V. Common Stock,Netherlands,1997,1490032,Finance,Commercial Banks
INGM,Ingram Micro Holding Corporation Common Stock,,2024,393577,Technology,Retail: Computer Software & Peripheral Equipment
INGN,Inogen Inc Common Stock,United States,2014,45044,Health Care,Industrial Specialties
INGR,Ingredion Incorporated Common Stock,United States,,269663,Consumer Staples,Packaged Foods
INHD,Inno Holdings Inc. Common Stock,United States,2023,8352,Industrials,Steel/Iron Ore
INKT,MiNK Therapeutics Inc. Common Stock,United States,2021,14835,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INLX,Intellinetics Inc. Common Stock,,2022,556,Technology,Computer Software: Prepackaged Software
INM,InMed Pharmaceuticals Inc. Common Shares,Canada,,14135,Health Care,Biotechnology: Pharmaceutical Preparations
INMB,INmune Bio Inc. Common stock,United States,2019,68250,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INMD,InMode Ltd. Ordinary Shares,Israel,2019,559288,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
